3.26E-15,1.98E-15,5.68E-16,-5.45E-16,-8.02E-16,-2.56E-16,4.58E-16,6.73E-16,2.32E-16,-4.41E-16,-7.51E-16,-4.51E-16,1.73E-16,5.92E-16,4.97E-16,3.26E-17,-3.69E-16,-3.86E-16,-6.49E-17,2.71E-16,3.33E-16,1.08E-16,-1.70E-16,-2.65E-16,-1.45E-16,3.27E-17,1.03E-16,4.99E-17,-7.21E-18,2.68E-17,1.11E-16,1.15E-16,-2.02E-17,-1.95E-16,-2.32E-16,-5.75E-17,1.96E-16,2.94E-16,1.25E-16,-1.80E-16,-3.44E-16,-2.01E-16,1.44E-16,3.87E-16,3.00E-16,-5.32E-17,-3.68E-16,-3.64E-16,-4.45E-17,3.02E-16,3.65E-16,8.96E-17,-2.65E-16,-3.65E-16,-1.14E-16,2.60E-16,4.05E-16,1.74E-16,-2.35E-16,-4.51E-16,-2.67E-16,1.63E-16,4.61E-16,3.55E-16,-6.82E-17,-4.36E-16,-4.20E-16,-2.90E-17,3.96E-16,4.82E-16,1.48E-16,-3.21E-16,-5.23E-16,-2.89E-16,1.77E-16,4.83E-16,3.82E-16,-2.02E-17,-3.74E-16,-3.88E-16,-7.69E-17,2.75E-16,3.68E-16,1.40E-16,-1.94E-16,-3.47E-16,-2.02E-16,9.62E-17,2.88E-16,2.24E-16,-1.85E-17,-2.17E-16,-2.07E-16,-1.34E-17,1.82E-16,2.10E-16,5.23E-17,-1.49E-16,-2.25E-16,-1.16E-16
0.011841976,0.00768398,0.00098272,-0.005072905,-0.007293102,-0.004895344,2.13E-06,0.004047309,0.004983268,0.002944609,-5.38E-05,-0.001832219,-0.001575326,-0.000112073,0.001046868,0.000987471,-2.98E-05,-0.001010363,-0.001162247,-0.000502615,0.0002966,0.000573504,0.000223811,-0.000304783,-0.000482873,-0.000168689,0.000322977,0.00055612,0.000369813,-1.63E-05,-0.000242703,-0.000143688,0.000130546,0.000286654,0.000169108,-0.000112795,-0.000309098,-0.000267376,-5.96E-05,0.000105745,8.58E-05,-7.31E-05,-0.000196209,-0.000153008,2.53E-05,0.000185597,0.000201631,8.57E-05,-3.49E-05,-4.51E-05,5.24E-05,0.000148777,0.00013823,1.74E-05,-0.000116519,-0.000160558,-9.93E-05,-1.14E-05,1.16E-05,-4.80E-05,-0.00012167,-0.000124556,-3.69E-05,7.90E-05,0.000139104,0.000113849,5.00E-05,1.99E-05,5.11E-05,0.000102161,0.000106049,3.61E-05,-6.80E-05,-0.000137233,-0.000134976,-8.60E-05,-4.71E-05,-5.07E-05,-7.55E-05,-7.11E-05,-9.87E-06,8.33E-05,0.00015192,0.000156964,0.000109002,5.35E-05,2.65E-05,2.34E-05,9.56E-06,-4.00E-05,-0.000111167,-0.000160098,-0.00015138,-8.93E-05,-1.32E-05,3.73E-05,5.38E-05,5.84E-05,7.55E-05,0.000102999
0.023790263,0.015421807,0.002048833,-0.010030821,-0.014472262,-0.009719658,7.64E-06,0.008036769,0.009879731,0.005812051,-0.000150506,-0.003671346,-0.003137015,-0.000208622,0.002101174,0.001975915,-5.75E-05,-0.002011903,-0.002309835,-0.000990346,0.000602873,0.001149975,0.000446343,-0.000611588,-0.000966907,-0.000338626,0.000642752,0.001106423,0.000732469,-3.89E-05,-0.000489418,-0.000289155,0.000260506,0.000573087,0.000338455,-0.000224171,-0.000615131,-0.000530428,-0.000114606,0.000215257,0.000174292,-0.000144418,-0.000391281,-0.000305498,5.00E-05,0.000369387,0.000400255,0.000167778,-7.34E-05,-9.33E-05,0.000102446,0.000295795,0.000275409,3.48E-05,-0.000231848,-0.0003187,-0.000195355,-1.92E-05,2.66E-05,-9.31E-05,-0.00024113,-0.000247742,-7.35E-05,0.000157028,0.000275818,0.000224304,9.61E-05,3.61E-05,9.90E-05,0.000201902,0.000210787,7.23E-05,-0.000134473,-0.000271504,-0.000265962,-0.00016762,-9.02E-05,-9.82E-05,-0.000149056,-0.000141706,-2.09E-05,0.000163968,0.000299835,0.000309236,0.000213396,0.000103253,5.07E-05,4.62E-05,2.04E-05,-7.70E-05,-0.000218239,-0.000315567,-0.00029837,-0.00017529,-2.47E-05,7.44E-05,0.000105561,0.000113558,0.000146946,0.000202075
0.035863396,0.023222869,0.003212889,-0.014853686,-0.021517595,-0.014460537,1.71E-05,0.011958278,0.014674238,0.008588859,-0.000297601,-0.005518585,-0.004682687,-0.000286937,0.003164214,0.002965501,-8.26E-05,-0.003003079,-0.003440207,-0.001460596,0.000920506,0.00172993,0.000667372,-0.00092077,-0.001452303,-0.00051003,0.000958767,0.001649894,0.001086717,-6.89E-05,-0.000740845,-0.00043671,0.000389777,0.000859259,0.000508084,-0.000333879,-0.000917565,-0.0007884,-0.000164306,0.000329194,0.000265842,-0.000213741,-0.000585017,-0.00045738,7.42E-05,0.000551057,0.000595347,0.000245598,-0.000115991,-0.000144921,0.000149711,0.000440748,0.000411353,5.21E-05,-0.000345779,-0.000474003,-0.000287569,-2.28E-05,4.55E-05,-0.000134835,-0.000357995,-0.00036932,-0.00010988,0.000233751,0.000409724,0.000330773,0.000137693,4.78E-05,0.000143023,0.0002988,0.000313987,0.000108542,-0.000199117,-0.000402295,-0.000392263,-0.000244062,-0.000128313,-0.000141748,-0.00022019,-0.000211714,-3.32E-05,0.000241381,0.000443048,0.000455998,0.000312379,0.000148608,7.22E-05,6.85E-05,3.29E-05,-0.000110605,-0.000320499,-0.000465599,-0.000440202,-0.000257293,-3.42E-05,0.00011135,0.000155028,0.000164778,0.000213736,0.000296542
0.048322536,0.031216918,0.004691462,-0.019233329,-0.02811987,-0.018923914,4.05E-05,0.015654819,0.019131323,0.011066888,-0.000608894,-0.007389592,-0.006173071,-0.000304286,0.004255234,0.003957256,-0.000100843,-0.003960595,-0.004513736,-0.001873132,0.00127528,0.002320733,0.000882875,-0.00123794,-0.0019419,-0.000685782,0.001262767,0.002171009,0.00141331,-0.000123291,-0.001007534,-0.000590835,0.000516967,0.001144553,0.000678461,-0.000438297,-0.001208282,-0.001029725,-0.000196544,0.000457533,0.000367356,-0.000276567,-0.000774411,-0.000607205,9.67E-05,0.000725847,0.000778895,0.000309499,-0.000172146,-0.000208016,0.000187988,0.000578987,0.00054323,6.91E-05,-0.000455188,-0.00062005,-0.000367273,-1.28E-05,7.72E-05,-0.000165681,-0.000466411,-0.000485629,-0.000145166,0.000306421,0.000534487,0.000424237,0.000164472,4.51E-05,0.000174593,0.000386436,0.000412143,0.000144907,-0.000257869,-0.000521754,-0.000503279,-0.000303641,-0.000150632,-0.000172733,-0.000283551,-0.00027977,-4.99E-05,0.000308365,0.000570928,0.00058477,0.000393687,0.000179597,8.49E-05,8.89E-05,5.04E-05,-0.00013299,-0.000407071,-0.00059788,-0.000565183,-0.000326355,-3.70E-05,0.000147578,0.000196895,0.000203251,0.000265209,0.000375955
0.061015438,0.03932504,0.006373246,-0.023316603,-0.034421925,-0.023197919,7.40E-05,0.019198902,0.023359884,0.013343781,-0.00102877,-0.009273556,-0.007623706,-0.000279736,0.005364245,0.004948838,-0.00011571,-0.004895946,-0.0055489,-0.002246718,0.001654741,0.002918184,0.001094073,-0.001560647,-0.002434023,-0.000863965,0.001559063,0.002677232,0.00172134,-0.000193868,-0.001284216,-0.00074906,0.000642953,0.001429234,0.000849159,-0.000539366,-0.001491259,-0.001259937,-0.000217142,0.000595381,0.000475352,-0.000335198,-0.000960945,-0.000755591,0.00011807,0.000896121,0.000954772,0.000364143,-0.000237259,-0.000278622,0.000220383,0.000712799,0.000672374,8.58E-05,-0.000561645,-0.000759967,-0.000438675,6.09E-06,0.000117325,-0.000189347,-0.00056925,-0.000598422,-0.000179708,0.000376446,0.000653207,0.000509085,0.000181448,3.28E-05,0.000197933,0.000467945,0.000506937,0.000181318,-0.000312757,-0.000633726,-0.000604167,-0.000352044,-0.000162462,-0.000195381,-0.000341759,-0.000346509,-6.95E-05,0.000368471,0.000688658,0.000701611,0.000463263,0.00020105,9.19E-05,0.000108079,7.13E-05,-0.000147958,-0.00048325,-0.000718387,-0.000678969,-0.000386812,-3.54E-05,0.000183346,0.000233706,0.000233253,0.00030651,0.000445372
0.074035279,0.047592126,0.008342259,-0.026978752,-0.040296525,-0.027202038,0.00012232,0.022525912,0.027263124,0.015334584,-0.001602675,-0.011175306,-0.009017265,-0.000195411,0.006498655,0.005939829,-0.000126093,-0.005799876,-0.006529469,-0.00256488,0.002069249,0.003524949,0.001299023,-0.001891262,-0.002929675,-0.0010455,0.00184448,0.003162309,0.002002978,-0.000287508,-0.001575055,-0.000913049,0.000767265,0.001713041,0.001020274,-0.000635717,-0.001763261,-0.001474363,-0.000221208,0.000746716,0.000592521,-0.0003879,-0.001143422,-0.000901918,0.000137955,0.001059992,0.001119759,0.000405646,-0.000315083,-0.00035987,0.000244446,0.000840338,0.000797633,0.00010219,-0.000663919,-0.000891186,-0.000498293,3.78E-05,0.00016939,-0.000202838,-0.000664179,-0.000706222,-0.000213183,0.000442728,0.000763356,0.000581705,0.000184514,6.91E-06,0.000209602,0.000540762,0.000596953,0.000217783,-0.000362173,-0.000735076,-0.000690686,-0.000384586,-0.00015941,-0.000206203,-0.000392657,-0.000411375,-9.30E-05,0.000418824,0.000791988,0.000801519,0.000516186,0.00020897,9.06E-05,0.000125419,9.69E-05,-0.000152405,-0.000544686,-0.000822183,-0.000776863,-0.000435051,-2.74E-05,0.000218459,0.000263338,0.00025123,0.000333373,0.000500602
0.087493889,0.056059681,0.010755543,-0.029946726,-0.045450263,-0.030745674,0.000198551,0.025486799,0.030618284,0.016848346,-0.002425401,-0.01309431,-0.010305402,-8.03E-06,0.007671853,0.006923112,-0.000134376,-0.006653337,-0.007418488,-0.00279018,0.00254091,0.004144557,0.001491153,-0.002235694,-0.003429956,-0.001230587,0.002113312,0.003612746,0.002240791,-0.00041908,-0.001888358,-0.001085328,0.000889582,0.001995293,0.001191334,-0.000725063,-0.002017552,-0.001662838,-0.000198164,0.000919789,0.000724065,-0.000431441,-0.001319383,-0.001044582,0.00015581,0.001213645,0.001266978,0.00042569,-0.000413468,-0.000458104,0.0002553,0.000957799,0.00091643,0.000117667,-0.000759581,-0.001008304,-0.000538745,9.01E-05,0.000240665,-0.00020003,-0.000746363,-0.000805823,-0.000244722,0.000503111,0.000859668,0.000634487,0.000165042,-4.09E-05,0.000202464,0.000599526,0.000679132,0.000254155,-0.000402881,-0.000819281,-0.000753897,-0.00039139,-0.000132239,-0.00019788,-0.00043169,-0.00047311,-0.000122984,0.000453485,0.000872006,0.000873914,0.000542016,0.000194877,7.60E-05,0.000139833,0.000130188,-0.000139841,-0.00058223,-0.000898824,-0.000848867,-0.000463349,-9.20E-06,0.00025249,0.000281245,0.000249604,0.000336731,0.000532743
0.101152197,0.064609475,0.013412507,-0.032507751,-0.050172079,-0.034010421,0.000293301,0.028228302,0.033645414,0.018079398,-0.003391027,-0.015016506,-0.011525285,0.000242264,0.00886593,0.007897992,-0.000144435,-0.007477913,-0.008252892,-0.00296015,0.003045711,0.00477023,0.001674316,-0.002588661,-0.003932247,-0.001416614,0.002373185,0.004042978,0.002452712,-0.000572848,-0.002214328,-0.001261766,0.001011168,0.002276565,0.001361927,-0.000810747,-0.002261675,-0.001836124,-0.0001593,0.001105326,0.000863609,-0.000469965,-0.001491621,-0.001184942,0.000172727,0.001361495,0.001403881,0.000433262,-0.000523687,-0.000565975,0.00025871,0.001069502,0.001031405,0.00013248,-0.000851527,-0.001117286,-0.000568101,0.000154354,0.000322921,-0.00018794,-0.000821246,-0.000900638,-0.000275025,0.000560189,0.000948029,0.000675815,0.000132578,-0.000101222,0.000184549,0.000650211,0.000756739,0.000290369,-0.000438662,-0.000893638,-0.00080366,-0.000383336,-9.12E-05,-0.000178537,-0.000463877,-0.000532988,-0.000156513,0.000479169,0.000938598,0.000930409,0.000552166,0.000168049,5.36E-05,0.000152548,0.000167878,-0.000117496,-0.000606004,-0.000959772,-0.000905868,-0.000480074,1.50E-05,0.000285887,0.00029234,0.000236612,0.000326478,0.000551522
0.115081415,0.073262028,0.016440954,-0.034427017,-0.054205604,-0.036828533,0.000418882,0.030620167,0.036150094,0.018862275,-0.004579736,-0.016938442,-0.012632607,0.000593674,0.010091514,0.008856638,-0.000159588,-0.008257465,-0.009000438,-0.003042188,0.003602497,0.005404348,0.001842229,-0.002955426,-0.004437173,-0.001603252,0.002619511,0.004441426,0.002623644,-0.00076159,-0.002559894,-0.001444228,0.001131936,0.002556236,0.001531451,-0.000890992,-0.00248992,-0.001985481,-9.55E-05,0.001310301,0.001015444,-0.000500845,-0.001658059,-0.001321548,0.000188353,0.001500337,0.00152459,0.000421251,-0.000652401,-0.000688798,0.000250612,0.001172243,0.001140327,0.000146131,-0.000937733,-0.001213537,-0.000580067,0.000237197,0.000422284,-0.000161419,-0.000884741,-0.000987918,-0.000303302,0.000612173,0.001023975,0.000699217,7.98E-05,-0.000181218,0.000149827,0.000688276,0.000827153,0.000326256,-0.000466808,-0.000952622,-0.000832379,-0.000352025,-2.83E-05,-0.000141968,-0.00048535,-0.000589919,-0.000195594,0.000490863,0.000984201,0.000962002,0.000537745,0.00012127,1.91E-05,0.0001626,0.000212436,-7.99E-05,-0.000608244,-0.000996142,-0.000939343,-0.000478632,4.85E-05,0.000318282,0.000292742,0.000205792,0.000294893,0.00054936
